InterventionType,InterventionName_lower,Freq
Drug,atr-002,1
Drug,atovaquone/azithromycin,1
Drug,atorvastatin-ezetimibe,1
Drug,atorvastatin 80mg,1
Drug,azd1656,1
Drug,azithromycin / ivermectin / ribaroxaban / paracetamol,1
Drug,atorvastatin 20mg,1
Drug,azithromycin / ribaroxaban / paracetamol,1
Drug,baricitinib oral tablet [olumiant],1
Drug,baricitinib or anakinra,1
Drug,baricitinib 4 mg oral tablet,1
Drug,baricitinib + dexamethasone,1
Drug,baricitinib (janus kinase inhibitor),1
Drug,bardoxolone methyl,1
Drug,baf312,1
Drug,bacille calmette-guérin (bcg),1
Drug,azvudine placebo,1
Drug,azvudine,1
Drug,azoximer bromide,1
Drug,azithromycin capsule,1
Drug,azithromycin and hydroxychloroquine,1
Drug,azithromycin 500mg oral tablet,1
Drug,azithromycin 500 milligram (mg) oral tablet,1
Drug,azithromycin 250 mg oral capsule,1
Drug,azithromycin 250 mg,1
Drug,atorvastatin 40mg,1
Drug,atorvastatin 20 mg oral tablet,1
Drug,antroquinonol,1
Drug,artemisia annua leaf,1
Drug,artemether-lumefantrine (al),1
Drug,artecom® (pyronaridine-artesunate),1
Drug,art therapy,1
Drug,art,1
Drug,argatroban,1
Drug,arbidol hydrochloride granules,1
Drug,arbidol 100 mg kapsul,1
Drug,apx-115,1
Drug,aprotinin,1
Drug,aprepitant injectable emulsion,1
Drug,apremilast placebo,1
Drug,apo-hydroxychloroquine,1
Drug,apl-9,1
Drug,apixaban 5mg,1
Drug,apilimod dimesylate capsule,1
Drug,apabetalone,1
Drug,any drug used to treat covid-19,1
Drug,artemic,1
Drug,artemisinin,1
Drug,atorvastatin + l-arginine + folic acid + nicorandil + nebivolol,1
Drug,artemisinin / artesunate,1
Drug,ati-450,1
Drug,atazanavir,1
Drug,atafenovir 200 mg kapsul,1
Drug,at-001,1
Drug,asunercept 400mg,1
Drug,asunercept 25mg,1
Drug,asunercept 100mg,1
Drug,astrostem-v,1
Drug,association of diltiazem and niclosamide,1
Drug,aspirin 81 mg,1
Drug,aspirin 75mg,1
Drug,aspirin 100mg,1
Drug,asp,1
Drug,asc09f+oseltamivir,1
Drug,asc09/ritonavir group,1
Drug,artesunate-amodiaquine,1
Drug,artesunate,1
Diagnostic Test,reverse-transcription polymerase chain reaction (rt-pcr),1
Diagnostic Test,reverse transcription polymerase chain reaction,1
Diagnostic Test,resting 12 lead ecg,1
Device,ventilatory support with oxygen therapy,1
Device,volatile organic compounds analysis (e-noses),1
Device,vivadiag™ covid-19 lgm/igg rapid test,1
Device,viruxal oral and nasal spray,1
Device,virtual reality therapy first,1
Device,virtual reality,1
Device,vielight rx plus,1
Device,vibrolung,1
Device,vesta respirator,1
Device,vascular occlusion test,1
Diagnostic Test,abpm,1
Device,vaccin box,1
Device,v/q system,1
Device,uvc irradiation,1
Device,uv light treatment,1
Device,usual monitoring,1
Device,"use of the pinpointiq solution (physiq, inc.)",1
Device,ultrasound using the telerobotic melody system,1
Device,ultrasound of the lower limbs,1
Device,volatile organic compounds analysis (mass spectrometry),1
Device,volatile organic compounds analysis in sweat (mass spectrometry),1
Device,vv-ecmo,1
Device,vçac,1
Diagnostic Test,a specifically designed self-administered questionnaire,1
Diagnostic Test,a questionnaire or scales,1
Diagnostic Test,[89zr]df-iab22m2c pet/ct scan,1
Diagnostic Test,[68ga]ga-dota-(rgd)2 pet/ct,1
Diagnostic Test,6 minute walk test,1
Diagnostic Test,4c mortality score,1
Diagnostic Test,40-steps-test,1
Diagnostic Test,25 post icu-patients,1
Diagnostic Test,24 hour holter ecg,1
Device,оxygen therapy,1
Device,withings scanwatch,1
Device,web-application,1
Device,web embolization,1
Device,web application users,1
Device,wearable medical device (empatica e4),1
Device,water without an elevated level of kelea,1
Device,ward css,1
Device,ultrasound,1
Device,uexplorer/mct,1
Device,tympanic temperature,1
Device,tape face mask,1
Device,standard of care (intravenous access),1
Device,standard of care,1
Device,standard mask,1
Device,spartan covid-19 system,1
Device,soterix tavns model 0125-lte stimulator - sham-active group,1
Device,soterix tavns model 0125-lte stimulator - active-active group,1
Device,"sonclot coagulation and platelet function analyzer scp1, sienco, usa",1
Device,sledd with a l-mod,1
Device,sham transcranial direct-current stimulation,1
Device,sham device treatment,1
Device,sham,1
Device,seraph®-100 microbind® affinity blood filter,1
Device,sentinox--group b,1
Device,sentinox--group a,1
Device,senti v1.0 device,1
Device,sensiumvitals wearable sensor,1
Device,sensbiosys,1
Device,t-detect covid t-cell blood test,1
Device,tape-software,1
Device,transpulmonary thermodilution,1
Device,tavr or savr,1
Device,transparent sheet,1
Device,transcutaneous auricular vagus nerve stimulation,1
Device,toraymyxin pmx-20r (pmx cartridge),1
Device,tof protocol,1
Device,threshold imt device,1
Device,thermography,1
Device,therapeutic plasmaexchnage,1
Device,therapeutic plasma exchange,1
Device,theram covid-19 rapid antigen test,1
Device,the vie scope laryngoscope,1
Device,the use of the mentalplus® digital game for assessment and rehabilitation of cognitive function after remission of the symptoms of covid-19,1
Device,the standard macintosh laryngoscope,1
Device,the icp monitoring will be performed in a non-invasive method developed by brain4care,1
Device,test group: experimental - uvc therapy applied,1
Device,tensile strength,1
Device,telerehabilitation,1
Device,tcc-covid mhealth solution,1
Diagnostic Test,aaz covid-19 rapid test,1
Diagnostic Test,accuracy of cad4tb and afinion crp assay for pulmonary tb,1
Diagnostic Test,"respiratory symptoms, symptoms of anxiety and depression, and post-traumatic stress screening",1
Diagnostic Test,breath biopsy analysis,1
Diagnostic Test,cag length <22,1
Diagnostic Test,cad4covid+wbc and covid-19 rdt for sars-cov-2 infection,1
Diagnostic Test,c-reactive protein,1
Diagnostic Test,butterfly,1
Diagnostic Test,bronchoalveolar lavage,1
Diagnostic Test,breath test & cheek swab,1
Diagnostic Test,breath sample,1
Diagnostic Test,breath biopsy sampling using the reciva breath sampler,1
Diagnostic Test,breath biopsy,1
Diagnostic Test,additional ct acquisition,1
Diagnostic Test,brainstem responses assessment sedation score (brass),1
Diagnostic Test,brain mri,1
Diagnostic Test,bloodwork,1
Diagnostic Test,blood- and saliva tests,1
Diagnostic Test,blood test for sars-cov2 serology,1
Diagnostic Test,blood test for inflammatory markers,1
Diagnostic Test,blood test for igg antibodies against sars-cov-2,1
Diagnostic Test,blood sampling (venesection),1
Diagnostic Test,cag length >=22,1
Diagnostic Test,cambridge validated viral detection method,1
Diagnostic Test,capillary collection & testing,1
Diagnostic Test,capnography,1
Diagnostic Test,chest cta,1
Diagnostic Test,chest ct scan + baseline spirometry,1
Diagnostic Test,chest ct,1
Diagnostic Test,chest computed tomography (ct),1
Diagnostic Test,chest computed tomography,1
Diagnostic Test,cellular response,1
Diagnostic Test,carotid-femoral pulse-wave velocity,1
Diagnostic Test,carotid artery reactivity testing,1
Diagnostic Test,cardiovascular magnetic resonance imaging,1
Diagnostic Test,cardiopulmonary stress test (cpet),1
Diagnostic Test,cardiopulmonary fitness level,1
Diagnostic Test,cardiopulmonary exercise test,1
Diagnostic Test,cardiac mri,1
Diagnostic Test,cardiac magnetic resonance imaging (cmr),1
Diagnostic Test,cardiac magnetic resonance imaging,1
Diagnostic Test,cardiac magnetic resonance,1
Diagnostic Test,cardiac ct,1
Diagnostic Test,blood samples (collection of 5 ml of blood in a dry tube),1
Diagnostic Test,blood samples,1
Diagnostic Test,blood sample for serology to measure past infection with sars-cov-2,1
Diagnostic Test,assessment of proinflammatory cytokine production and immunophenotypic analysis after stimulation with overlapping s-peptides in peripheral blood mononuclear cells (pbmc),1
Diagnostic Test,assessment of cardiovascular diseases and cardiovascular risk factors,1
Diagnostic Test,"assessing antibody responses, neutralizing capacity and memory b-cell function",1
Diagnostic Test,arterial blood gas test (abg),1
Diagnostic Test,arterial blood gas (abg),1
Diagnostic Test,arterial blood gas,1
Diagnostic Test,ap-23,1
Diagnostic Test,antigen detection test,1
Diagnostic Test,antibody titration,1
Diagnostic Test,antibody testing for sars-cov-2 igg,1
Diagnostic Test,antibody test (sars-cov2),1
Diagnostic Test,antibodies testing,1
Diagnostic Test,anti-spike sars-cov-2 igg,1
Diagnostic Test,anti-sars-cov2 serological controls and serum neutralization,1
Diagnostic Test,anti-covid test,1
Diagnostic Test,anti covid19 igg antibodies,1
Diagnostic Test,amh sampling,1
Diagnostic Test,ai model,1
Diagnostic Test,assessment of lung mechanics and heart-lung interactions,1
Diagnostic Test,assessment of ventilator-associated pneumonia criteria,1
Diagnostic Test,blood sample for serological test,1
Diagnostic Test,asynchronies detection,1
Diagnostic Test,blood group determination,1
Diagnostic Test,blood draw,1
Diagnostic Test,blood count,1
Diagnostic Test,blood collection,1
Diagnostic Test,blood analysis,1
Diagnostic Test,biozek covid-19 antigen rapid test (saliva),1
Diagnostic Test,biozek covid-19 antigen rapid test,1
Diagnostic Test,biomarkers of inflammation,1
Diagnostic Test,biomarkers expression,1
Diagnostic Test,"biomarker (tropt, myoglobin, ck, ck-mb, ldh, d-dimer, crp, pct)",1
Diagnostic Test,biological samples day of delivery,1
Diagnostic Test,biochemistry blood test,1
Diagnostic Test,biochemical analyses,1
Diagnostic Test,bd veritor plus system for rapid detection of sars cov-2,1
Diagnostic Test,background questionnaire,1
Diagnostic Test,axillary sweat sample,1
Diagnostic Test,audio-vestibular evaluation,1
Device,sd biosensor,1
Device,scd,1
Device,sample of blood and saliva,1
Device,intravenous access,1
Device,lifesignals biosensor 1ax*,1
Device,lifelight® data collect oxygen saturation group,1
Device,lifelight® data collect blood pressure group,1
Device,life2000® ventilator,1
Device,kelea excellerated water,1
Device,izephyr hood,1
Device,invasive mechanical ventilation using the unisabana-herons ventilator during 24 hours,1
Device,intubation box,1
Device,intraosseous access,1
Device,saliva test kit,1
Device,intellivent asv,1
Device,inspiratory training device,1
Device,inspiratory muscle trainer,1
Device,inspiratory muscle traiing,1
Device,innova lateral flow device,1
Device,impulse™ una e-stethoscope,1
Device,"ilr, pmk, icd",1
Device,icu cockpit software testing,1
Device,limbix spark,1
Device,low flow ecmo driving by cvvh machine,1
Device,low-field thoracic magnetic stimulation (lf-thms),1
Device,lung ultrasonography,1
Device,mindrhythm harmony,1
Device,mfs,1
Device,metaneb® system,1
Device,mejoracare,1
Device,medical mask,1
Device,mechanical ventilation with the automated bvm compressor,1
Device,mcgrath videolaryngoscope,1
Device,mask without mask adhesive / arm 2,1
Device,mask with mask adhesive/arm 1,1
Device,mask,1
Device,"masimo, lidco",1
Device,marker therapeutics d2000 cartridge (d2000) for use with the spectra optia® apheresis system (optia spd protocol),1
Device,makair,1
Device,magec spine rod,1
Device,lus twelve area,1
Device,lus fourteen area,1
Device,lungfit™,1
Device,"ib10 sphingotest® bio-adm® apparatus (sphingotec gmbh, hennigsdorf, germany)",1
Device,hypothermia,1
Device,hyperbaric oxygen,1
Device,hcfwo,1
Device,geko t3,1
Device,gammacore® sapphire (non-invasive vagus nerve stimulator),1
Device,gammacore® (vagus nerve stimulation),1
Device,freestyle libre 14 day cgm system,1
Device,flow controlled ventilation (evone-ventilator),1
Device,filtration test,1
Device,ffp2,1
Device,fast dissolving film,1
Device,familychildcare (provisional name of app),1
Device,faecal sample collector,1
Device,facial mask,1
Device,face-mask niv,1
Device,face mask + soap,1
Device,face mask,1
Device,extravascular lung water index,1
Device,extraoral vacuum aspirator (eva),1
Device,extracorporeal membrane oxygenation,1
Device,go2 peep mouthpiece,1
Device,heart patch seeded with autologous cardiomyocytes and amnion epithelial stem cells,1
Device,hyperbaric chamber,1
Device,helmet continuous positive airway pressure (cpap),1
Device,hyfe cough tracker,1
Device,"hydrogen-oxygen generator with nebulizer, ams-h-03",1
Device,hydrogen peroxide,1
Device,hydrogen oxygen generator with nebulizer,1
Device,hospital telemedicine management system,1
Device,home pulse oximetry monitoring,1
Device,high-flow nasal cannula treatment,1
Device,high volume evacuation (hve),1
Device,high flow nasal therapy,1
Device,high flow nasal oxygen (hfno) treatment,1
Device,high flow nasal oxygen (hfno),1
Device,high flow nasal cannula hfnc,1
Device,high flow nasal cannula device,1
Device,hemopurifier,1
Device,helmet non-invasive ventilation,1
Device,helmet niv,1
Device,helmet cpap,1
Device,miniprobe alveoflex,1
Device,mls laser,1
Device,modified ipac-uhn ppe,1
Device,prototype swab,1
Device,power breathe,1
Device,point of care testing device for c-reactive protein,1
Device,poc covidx™ rapid antigen test,1
Device,pneumoniacheck,1
Device,placebo-simulation of transcranial direct current stimulation,1
Device,placebo without radiofrequency.,1
Device,placebo pbmt/smf,1
Device,placebo,1
Device,philips lumify ultrasound system,1
Device,personal protective equipment (ppe),1
Device,personal protective equipment,1
Device,performing of lung ultrasound,1
Device,performance evaluation study of realdetect rt-pcr kit for covid-19 detection,1
Device,percutaneous coronary revascularization for stemi,1
Device,pep flute,1
Device,patients receiving nasal high flow,1
Device,patient status engine,1
Device,premier biotech covid-19 igg/igm rapid test cassette,1
Device,pulmonary vascular permeability index,1
Device,oxygen supply,1
Device,pulse oximeter,1
Device,saliva assay,1
Device,saline nasal and throat spray,1
Device,robotic therapy,1
Device,robotic assisted intervention,1
Device,robotic assisted early mobilization,1
Device,ria-device (remote investigation and assessment),1
Device,revoxa oxygen rebrearther,1
Device,resp,1
Device,remote ischemic conditioning,1
Device,real-time cgm,1
Device,rd-x19,1
Device,rapid onsite covid-19 detection,1
Device,rapid antigen testing and onsite pcr testing,1
Device,rapid antigen testing and offsite pcr testing,1
Device,radius ppg tetherless pulse oximetry (masimo),1
Device,radiofrequency therapy,1
Device,q-nrg metobolic cart device,1
Device,oxyhydrogen,1
Device,oxygen hood,1
Device,monitoring physiological data with the hexoskin smart shirt,1
Device,nio® (intraosseous access),1
Device,neuromuscular electrical stimulation,1
Device,nebulized administration of zyesami™ or placebo,1
Device,nasal spray,1
Device,narrow band ultraviolet b-band light,1
Device,nacl,1
Device,n95 respirator,1
Device,n95 mask,1
Device,n-95 respirator,1
Device,musclesound ultrasound,1
Device,multifrequency bioimpedance spectroscopy,1
Device,multiecco2r blood-gas exchanger,1
Device,msct,1
Device,mouthwashes and nose rinse in a conventional way,1
Device,mouthwash and nose rinse with the agnps solution,1
Device,mouthrinse without bêta-cyclodextrin and citrox,1
Device,mouthrinse with bêta-cyclodextrin and citrox,1
Device,"mouthpiece b1(mouthpiece mpc-st gmdn:62534 generic name: endoscopic bite block, basic, reusable",1
Device,neuromuscular evaluation,1
Device,nitric oxide delivered via lungfit™ system,1
Device,oxygen,1
Device,ni̇cas,1
Device,online self-help intervention,1
Device,olo-1 medical molecular sieve oxygen generator,1
Device,olfactory device,1
Device,observational study - no intervention,1
Device,observational measurement of biometric data. no change to health care provided.,1
Device,nordell single e-100 layer mask,1
Device,nordell double e-100 layer mask,1
Device,noninvasive ventilation treatment,1
Device,noninvasive ventilation,1
Device,non-invasive ventilatory support,1
Device,non-invasive red lllt treatment to chest of patient.,1
Device,non-contact mce system,1
Device,non-contact magnetically-controlled capsule endoscopy,1
Device,non-contact ecg,1
Device,non narrow band ultraviolet b-band light,1
Device,noa-001,1
Device,no personal protective equipment (ppe),1
Diagnostic Test,chest mri,1
Diagnostic Test,chest x-ray,1
Diagnostic Test,chitotriosidase activity,1
Diagnostic Test,nasopharyngeal sampling,1
Diagnostic Test,neuropsychological assessment,1
Diagnostic Test,neurology test,1
Diagnostic Test,neuroimaging findings in patients with covid-19,1
Diagnostic Test,neural network diagnosis algorithm,1
Diagnostic Test,netosis markers,1
Diagnostic Test,nasopharyngeal swabs,1
Diagnostic Test,nasopharyngeal swab for covid-19 testing,1
Diagnostic Test,nasopharyngeal swab and main laboratory,1
Diagnostic Test,nasopharyngeal samples,1
Diagnostic Test,inflammatory markers sampling,1
Diagnostic Test,nasopharyngeal covid 19 rt-pcr,1
Diagnostic Test,nasopharyngeal and throat/oropharyngeal swabs analyses by rt-pcr and ddpcr,1
Diagnostic Test,nasopharyngeal (np) swab,1
Diagnostic Test,nasal pharyngeal (np) swab samples,1
Diagnostic Test,nanomix elab® covid-19 rapid antigen panel (non-interventional),1
Diagnostic Test,"n terminal pro b type natriuretic peptide (ntprobnp), d-dimer, and serum tropinin - i",1
Diagnostic Test,multitest 6 color tbnk and bd lyotubes,1
Diagnostic Test,multicapillary column coupled ion mobility spectrometry,1
Diagnostic Test,neutralization assay,1
Diagnostic Test,neutralizing antibodies,1
Diagnostic Test,new qiastat-dx fully automatic multiple pcr detection platform,1
Diagnostic Test,new screening strategy,1
Diagnostic Test,oropharyngeal swab,1
Diagnostic Test,optical coherence tomography angiography,1
Diagnostic Test,optical coherence tomography (oct),1
Diagnostic Test,online survey,1
Diagnostic Test,online questionnaire,1
Diagnostic Test,on-site testing (lumiradx),1
Diagnostic Test,olfactory test,1
