NCTId,StudyFirstSubmitDate,StartDate,StartDateType,InterventionType,InterventionName,InterventionOtherNameList
NCT04406064,"May 26, 2020",January 2021,Anticipated,Biological,Viral Specific T-cells (VSTs),
NCT04363229,"April 23, 2020",July 2020,Anticipated,Other,maslach burnout inventory questionnair,GHQ-12 questionnair
NCT04904536,"May 21, 2021",June 2021,Anticipated,Drug,Atorvastatin,
NCT04904536,"May 21, 2021",June 2021,Anticipated,Other,Standard Care,
NCT04815759,"March 20, 2021","March 1, 2021",Actual,Other,routine dental restorative procedures,
NCT04793464,"February 25, 2021","February 4, 2021",Actual,Behavioral,Promotores de Salud,Promotores
NCT04793464,"February 25, 2021","February 4, 2021",Actual,Behavioral,Services as usual,Control
NCT04324684,"March 25, 2020","March 31, 2020",Actual,,,
NCT04408131,"May 28, 2020","May 28, 2020",Actual,Biological,Blood sample,
NCT04408131,"May 28, 2020","May 28, 2020",Actual,Biological,Blood sample,
NCT04830761,"March 25, 2021","March 26, 2021",Actual,Behavioral,Motivation,
NCT04830761,"March 25, 2021","March 26, 2021",Actual,Behavioral,Habit,
NCT04830761,"March 25, 2021","March 26, 2021",Actual,Behavioral,Social,
NCT04510025,"July 14, 2020","May 13, 2020",Actual,Diagnostic Test,Magnetic Resonance Imaging,"Cardiopulmonary exercise test|Spirometry|6 minute walk test|Questionnaires (mental health, cognitive assessment and quality of life)|Blood test|Transthoracic echocardiography (Sub-study)|CT lungs (Sub-study)"
NCT04803812,"February 8, 2021","January 26, 2021",Actual,Other,"Remote SMS (short message service, also known as ""text message"") delivery",
NCT04410692,"May 27, 2020","May 15, 2020",Actual,Other,Prediction Market,
NCT04510519,"August 7, 2020","September 1, 2020",Anticipated,,,
NCT04453774,"May 6, 2020","November 1, 2020",Actual,Device,Covidfree@home,
NCT04357041,"April 17, 2020","April 17, 2020",Actual,,,
NCT04914832,"June 1, 2021","June 30, 2021",Anticipated,Biological,AZD1222,
NCT04864548,"April 20, 2021","May 27, 2021",Actual,Biological,SARS-CoV-2 virus,
NCT04876443,"May 5, 2021","October 8, 2020",Actual,Diagnostic Test,Study questionnaire,
NCT04730934,"January 28, 2021","January 1, 2021",Actual,Other,Perceived stress scale,
NCT04730934,"January 28, 2021","January 1, 2021",Actual,Other,Fibromyalgia impact questionnaire,
NCT04730934,"January 28, 2021","January 1, 2021",Actual,Other,"The drugs used before and during the pandemic, the patient's job status, physical activity conditions, pain status",
NCT04481529,"July 20, 2020","July 29, 2020",Actual,Other,Health Questionnaire,
NCT04443699,"June 19, 2020","June 22, 2020",Anticipated,Behavioral,Prospective study with two measurement points investigating the impact of viral mitigation protocols on mental health,
NCT04379245,"May 4, 2020","April 30, 2020",Actual,Other,"Data research, database analysis",
NCT04707820,"December 29, 2020","April 16, 2020",Actual,Diagnostic Test,ELISPOT,
NCT04374942,"April 30, 2020","April 30, 2020",Actual,Drug,Hydroxychloroquine,
NCT04374942,"April 30, 2020","April 30, 2020",Actual,Drug,Placebo oral tablet,
NCT04579588,"October 6, 2020","October 29, 2020",Actual,Biological,Flu shot,
NCT04306055,"March 8, 2020","March 13, 2020",Actual,Other,Questionnaire with precaution information,
NCT04306055,"March 8, 2020","March 13, 2020",Actual,Other,Experimental: Questionnaire without precaution information,
NCT04496869,"June 15, 2020",July 2020,Anticipated,Other,Online questionnaire,
NCT04682574,"December 22, 2020","November 2, 2020",Actual,Drug,Vitamin C,
NCT04425031,"June 5, 2020","August 25, 2020",Actual,Drug,Oxygen,Inspired oxygen
NCT04425031,"June 5, 2020","August 25, 2020",Actual,Drug,Oxygen,Inspired oxygen
NCT04359225,"April 16, 2020","September 30, 2021",Anticipated,Other,3D Telemedicine,Telepresence
NCT04359225,"April 16, 2020","September 30, 2021",Anticipated,Other,2D Telemedicine,Standard Care
NCT04728880,"January 26, 2021","January 26, 2021",Anticipated,Drug,Remdesivir,
NCT04522492,"August 7, 2020","August 11, 2020",Actual,Behavioral,Internet-based Cognitive Behavioral Therapy,
NCT04522492,"August 7, 2020","August 11, 2020",Actual,Other,Quality of life promotion,
NCT04445454,"June 19, 2020","June 12, 2020",Actual,Biological,Mesenchymal stromal cells,MSC
NCT04661423,"December 7, 2020",January 2021,Anticipated,Other,Remote Automated Monitoring System,
NCT04890483,"May 17, 2021","May 17, 2021",Actual,Device,Transcranial direct current stimulation,
NCT04400006,"May 21, 2020","May 6, 2020",Actual,,,
NCT04792086,"February 2, 2021","February 18, 2021",Actual,,,
NCT04772404,"February 12, 2021","March 7, 2021",Actual,,,
NCT04365361,"April 25, 2020","April 26, 2020",Actual,,,
NCT04482595,"July 17, 2020","November 11, 2020",Actual,Drug,BIO 300 Oral Suspension,
NCT04482595,"July 17, 2020","November 11, 2020",Actual,Drug,Placebo,
NCT04442386,"June 19, 2020","June 22, 2020",Anticipated,Other,Prospective study with two measurement points investigating the impact of viral mitigation protocols on parental burnout,
NCT04357613,"April 20, 2020","September 1, 2020",Anticipated,Drug,Experimental drug,
NCT04444557,"June 21, 2020","April 17, 2020",Actual,Other,Beck Depression Inventory (BDI),
NCT04452318,"June 26, 2020","July 13, 2020",Actual,Drug,REGN10933 + REGN10987,REGN-COV2|Casirivimab|Imdevimab|REGEN-COV™
NCT04452318,"June 26, 2020","July 13, 2020",Actual,Drug,Placebo,
NCT04344041,"April 9, 2020","April 15, 2020",Actual,Drug,"cholecalciferol 200,000 IU",
NCT04344041,"April 9, 2020","April 15, 2020",Actual,Drug,"cholecalciferol 50,000 IU",
NCT04811885,"March 2, 2021","October 14, 2019",Actual,Other,The Effects of Covid 19 Pandemic on the Cardiovascular Heath of Children With Autism Spectrum Disorder,Questionnaire study|Interview study
NCT04623346,"November 7, 2020","March 11, 2020",Actual,Procedure,Observation for study group,Surgery for control group
NCT04414904,"May 29, 2020","June 10, 2020",Actual,Other,Exposure: Covid-19 infection,
NCT04370886,"April 28, 2020","April 30, 2020",Actual,Behavioral,blood donation SMS,
NCT04320732,"March 23, 2020","March 27, 2020",Actual,Behavioral,Observation of behavior and COVID-19 infection will be conducted.,
NCT04369859,"April 29, 2020","April 23, 2020",Actual,Behavioral,Examine the impact of COVID-19 during pregnancy,
NCT04386291,"May 11, 2020","May 25, 2020",Actual,Behavioral,Anxiety Reduction Training,
NCT04386291,"May 11, 2020","May 25, 2020",Actual,Behavioral,Kundalini Yoga and Anxiety Reduction Training,
NCT04386291,"May 11, 2020","May 25, 2020",Actual,Behavioral,Meditation and Anxiety Reduction Training,
NCT04836039,"April 2, 2021","January 27, 2021",Actual,Other,A questionnaire and scales.,
NCT04858568,"April 22, 2021","March 11, 2021",Actual,,,
NCT04539873,"August 29, 2020","April 30, 2021",Anticipated,Drug,Colchicine 0.5 MG,EXPOSED GROUP
NCT04539873,"August 29, 2020","April 30, 2021",Anticipated,Combination Product,CONTROL GROUP,standard treatment
NCT04665193,"December 8, 2020","November 23, 2020",Actual,Diagnostic Test,Rapid Antigen Test,Abbott Rapid Diagnostics Panbio Covid-19 Ag Rapid Test Device (Nasopharyngeal)
NCT04408287,"May 20, 2020","September 15, 2020",Actual,Other,WebEx Physical Activity Program,
NCT04354272,"April 10, 2020","April 21, 2020",Actual,Other,Questionnaire,
NCT04440098,"June 18, 2020","April 22, 2020",Actual,,,
NCT04375137,"May 3, 2020","April 20, 2020",Actual,Diagnostic Test,Oxidative Stress ELISA Kit,
NCT04718519,"January 20, 2021","June 22, 2020",Actual,,,
NCT04398043,"May 19, 2020","May 15, 2020",Anticipated,,,
NCT04417673,"June 4, 2020","June 15, 2020",Actual,,,
NCT04920851,"June 9, 2021","June 10, 2021",Anticipated,Device,cytokine hemadsorption,
NCT04371523,"April 28, 2020","May 1, 2020",Anticipated,Drug,Apo-Hydroxychloroquine,
NCT04371523,"April 28, 2020","May 1, 2020",Anticipated,Drug,Matched Placebo,
NCT04380701,"May 6, 2020","April 23, 2020",Actual,Biological,BNT162a1,
NCT04380701,"May 6, 2020","April 23, 2020",Actual,Biological,BNT162b1,
NCT04380701,"May 6, 2020","April 23, 2020",Actual,Biological,BNT162b2,
NCT04380701,"May 6, 2020","April 23, 2020",Actual,Biological,BNT162c2,
NCT04666779,"December 11, 2020","December 18, 2020",Actual,Other,Chiropractic care,
NCT04548505,"September 11, 2020","October 5, 2020",Actual,,,
NCT04373148,"April 30, 2020","April 8, 2020",Actual,Other,There is no intervention,
NCT04498546,"July 27, 2020","July 20, 2020",Actual,,,
NCT04776005,"February 26, 2021",March 2021,Anticipated,Other,Data collection,
NCT04472559,"July 13, 2020","July 1, 2021",Anticipated,Behavioral,Self-acupressure,
NCT04501445,"August 4, 2020","September 14, 2020",Actual,Behavioral,Written Summary of Rounds,
NCT04853953,"April 16, 2021","April 30, 2021",Anticipated,Other,Incidence of bleeding complications in ARDS patients on veno-venous ECMO,
NCT04435106,"May 26, 2020","April 3, 2020",Actual,Drug,Opaganib,Yeliva|ABC294640
NCT04435106,"May 26, 2020","April 3, 2020",Actual,Drug,Standard of Care,
NCT04724642,"January 24, 2021","December 28, 2020",Actual,,,
NCT04444661,"June 19, 2020","June 10, 2020",Actual,,,
NCT04498091,"August 3, 2020","March 15, 2020",Actual,Biological,Biological data,
NCT04498091,"August 3, 2020","March 15, 2020",Actual,Other,Clinical data,
NCT04355637,"April 15, 2020","April 21, 2020",Actual,Drug,Inhaled budesonide,
NCT04530461,"August 26, 2020","June 1, 2020",Actual,Diagnostic Test,Serological test,
NCT04333654,"April 1, 2020","April 12, 2020",Actual,Drug,Hydroxychloroquine SAR321068,Plaquenil
NCT04333654,"April 1, 2020","April 12, 2020",Actual,Drug,Placebo,
NCT04915820,"May 28, 2021",June 2021,Anticipated,Dietary Supplement,Ferinject,
NCT04468308,"June 22, 2020","September 8, 2020",Actual,Other,Questionnaire,
NCT04766645,"February 22, 2021","June 10, 2021",Anticipated,Device,Robotic assisted intervention,
NCT04766645,"February 22, 2021","June 10, 2021",Anticipated,Genetic,epigenetic analyses,
NCT04766645,"February 22, 2021","June 10, 2021",Anticipated,Diagnostic Test,biochemical analyses,
NCT04431297,"June 12, 2020","April 1, 2021",Anticipated,Other,Mindfulness Rounds,
NCT04616989,"October 20, 2020","November 1, 2020",Actual,Behavioral,Psycho-education,
NCT04616989,"October 20, 2020","November 1, 2020",Actual,Behavioral,Comparator,
NCT04420806,"June 5, 2020","March 14, 2020",Actual,Other,HIT-exercise,
NCT04420806,"June 5, 2020","March 14, 2020",Actual,Other,Sham intervention,
NCT04429815,"June 11, 2020","July 1, 2020",Anticipated,Diagnostic Test,Serological test for COVID-19.,
NCT04747756,"February 3, 2021",March 2021,Anticipated,Other,Virtual Village,
NCT04900376,"May 22, 2021","February 15, 2021",Actual,,,
NCT04351542,"April 14, 2020","March 6, 2020",Actual,Dietary Supplement,Ayurveda,
NCT04351542,"April 14, 2020","March 6, 2020",Actual,Other,Usual Care,
NCT04728906,"January 26, 2021","March 5, 2021",Anticipated,Device,Heart patch seeded with autologous cardiomyocytes and amnion epithelial stem cells,
NCT04728958,"January 11, 2021",July 2021,Anticipated,Behavioral,Gratitude,Gratitude Letter|Gratitude Diary|Gratitude Journal|Appreciation Letter|expressing gratitude|positive psychology intervention
NCT04748757,"February 2, 2021","April 20, 2021",Actual,Drug,recombinant human annexin A5,SY-005
NCT04748757,"February 2, 2021","April 20, 2021",Actual,Drug,Placebo,
NCT04424082,"June 7, 2020","June 9, 2020",Actual,Other,Removal of dead space filter,
NCT04337489,"April 1, 2020","July 28, 2020",Anticipated,Device,SensiumVitals wearable sensor,
NCT04637893,"November 18, 2020","December 16, 2020",Anticipated,Other,Colonoscopy,
NCT04635813,"November 17, 2020","March 10, 2020",Actual,Procedure,Thyroidectomy,
NCT04385914,"May 11, 2020",May 2020,Anticipated,Other,COVID positive via testing,
NCT04296643,"March 3, 2020","April 1, 2020",Actual,Device,Medical Mask,
NCT04296643,"March 3, 2020","April 1, 2020",Actual,Device,N95 respirator,
NCT04343898,"April 9, 2020","April 1, 2020",Actual,Other,No intervention,
NCT04611399,"October 8, 2020","March 5, 2021",Actual,Behavioral,VR for psychoeducation and relaxation,
NCT04611399,"October 8, 2020","March 5, 2021",Actual,Behavioral,Text material for psychoeducation and audio for relaxation techniques,
NCT04319016,"March 20, 2020","January 1, 2020",Actual,Other,pregnant women with laboratory-confirmed 2019-n-CoV,
NCT04594291,"September 28, 2020","October 7, 2020",Actual,Procedure,MRI scans,
NCT04302688,"March 7, 2020","December 10, 2019",Actual,Other,,
NCT04815109,"March 23, 2021","April 1, 2021",Anticipated,Other,Encephalography measurement,
NCT04488471,"July 24, 2020","June 30, 2020",Actual,,,
NCT04384458,"May 8, 2020","July 20, 2020",Actual,Drug,Hydroxychloroquine,
NCT04384458,"May 8, 2020","July 20, 2020",Actual,Drug,Ivermectin,
NCT04686760,"December 24, 2020","November 15, 2020",Actual,Drug,Nitroglycerin,
NCT04448704,"June 25, 2020","June 22, 2020",Actual,,,
NCT04442360,"June 19, 2020","June 22, 2020",Anticipated,Behavioral,Prospective study with two measurement points investigating the impact of viral mitigation protocols on mental health,
NCT04373798,"May 1, 2020","May 4, 2020",Actual,Diagnostic Test,C-reactive protein,
NCT04588415,"October 8, 2020","January 3, 2021",Actual,Other,Bereavement Virtual Support Group,
NCT04406246,"May 24, 2020","May 21, 2020",Actual,Drug,Nitazoxanide 500Mg Oral Tablet,Paramix
NCT04775069,"February 24, 2021","May 21, 2021",Actual,Biological,BNT162b2,
NCT04775069,"February 24, 2021","May 21, 2021",Actual,Biological,CoronaVac,
NCT04775069,"February 24, 2021","May 21, 2021",Actual,Biological,AZD1222,
NCT04442204,"June 19, 2020","June 22, 2020",Anticipated,Other,Prospective study across two time-points examining the impact of viral mitigation protocols on mental health,
NCT04609488,"October 28, 2020","November 1, 2020",Anticipated,Diagnostic Test,Surfactant assessment,
NCT04819282,"March 24, 2021","September 10, 2020",Actual,Diagnostic Test,Senior Fitness Test,
NCT04475484,"July 6, 2020","June 10, 2020",Actual,Other,Online questionnaire,
NCT04357314,"April 19, 2020","March 1, 2020",Actual,,,
NCT04452799,"June 29, 2020","July 1, 2020",Anticipated,Drug,Hesperidin and Diosmin mixture,
NCT04394195,"May 16, 2020","April 3, 2020",Actual,Other,measurement of circulating sFlt1 concentration,
NCT04757285,"February 6, 2021","May 10, 2020",Actual,,,
NCT04479280,"July 19, 2020","July 20, 2020",Actual,Device,"Sonclot Coagulation and platelet function Analyzer SCP1, Sienco, USA",
NCT04632368,"November 11, 2020","November 20, 2020",Actual,Behavioral,Transcendental Meditation,
NCT04447209,"June 17, 2020","June 6, 2020",Actual,Other,"Dietary counselling on Food Groups according to IYC Feeding practices, WHO",Monthly telephone calls to collect data on dietary diversity - 4 telephone calls in total.|Anthropometric measurements and Blood investigations for hemoglobin and iron status (optional)
NCT04775056,"February 26, 2021","March 15, 2021",Anticipated,,,
NCT04333849,"April 1, 2020","March 25, 2020",Actual,,,
NCT04509986,"August 11, 2020","October 1, 2020",Anticipated,,,
NCT04366947,"April 23, 2020","April 14, 2020",Actual,Device,NIO® (Intraosseous access),IO
NCT04366947,"April 23, 2020","April 14, 2020",Actual,Device,Standard of Care (Intravenous access),IV
NCT04743947,"February 4, 2021","December 21, 2020",Actual,Other,No intervention; observational study,
NCT04535297,"August 31, 2020","May 10, 2020",Actual,Other,exposure,
NCT04319172,"March 20, 2020","March 12, 2020",Actual,,,
NCT04738721,"February 1, 2021","February 5, 2021",Actual,Behavioral,Evaluation,
NCT04460677,"July 6, 2020","August 12, 2020",Actual,Behavioral,Emotional Support Plan,
NCT04460677,"July 6, 2020","August 12, 2020",Actual,Behavioral,Daily Monitoring,
NCT04279899,"February 18, 2020","February 1, 2020",Actual,,,
NCT04377100,"May 5, 2020","June 21, 2021",Anticipated,Behavioral,Computer task questionnaires,
NCT04459975,"June 12, 2020","April 1, 2020",Actual,Other,Non interventional study,
NCT04815135,"March 22, 2021","March 1, 2019",Actual,Other,Observational study,
NCT04486521,"July 22, 2020","July 22, 2020",Actual,Drug,Interleukin 6 (IL6) Antagonist,Tocilizumab|Siltuximab
NCT04486521,"July 22, 2020","July 22, 2020",Actual,Drug,Interleukin 6 (IL6) Antagonist and corticosteroids,
NCT04486521,"July 22, 2020","July 22, 2020",Actual,Drug,corticosteroid alone,
NCT04422535,"June 3, 2020","May 29, 2020",Actual,,,
NCT04684615,"December 23, 2020","June 21, 2021",Anticipated,,,
NCT04838795,"February 17, 2021","February 18, 2021",Actual,Biological,To monitor the effectiveness of the single dose Ad26.COV2.S COVID-19 vaccine,
NCT04290871,"February 27, 2020","March 23, 2020",Anticipated,Drug,Nitric Oxide Gas,Nitric Oxide inhalation
NCT04756856,"February 15, 2021","April 21, 2021",Actual,Other,Muscle-target oral nutritional supplementation,
NCT04410458,"May 29, 2020","May 31, 2020",Anticipated,Behavioral,blood donation SMS,
NCT04365348,"April 25, 2020","April 27, 2020",Actual,,,
NCT04337151,"April 3, 2020",April 2020,Anticipated,Device,MAGEC Spine Rod,
NCT04337151,"April 3, 2020",April 2020,Anticipated,Diagnostic Test,Titanium blood test,
NCT04459455,"June 29, 2020","August 19, 2020",Actual,Behavioral,Contain COVID Anxiety SSI,
NCT04459455,"June 29, 2020","August 19, 2020",Actual,Behavioral,Remain COVID Free SSI,
NCT04902118,"May 25, 2021","February 10, 2020",Actual,,,
NCT04794036,"March 1, 2021","April 5, 2021",Actual,Other,Asynchronous telerehabilitation programme,
NCT04794036,"March 1, 2021","April 5, 2021",Actual,Other,Rehabilitation programme,
NCT04576299,"September 28, 2020","September 1, 2020",Actual,Other,Group 1,COVID-PS HW
NCT04344509,"April 10, 2020",June 2020,Anticipated,Other,Bacterial species isolated,
NCT04397666,"May 20, 2020","May 15, 2020",Actual,Diagnostic Test,conjunctival RT PCR,
NCT04488549,"July 23, 2020","May 20, 2020",Actual,Other,Survey,
NCT04508920,"August 7, 2020","May 15, 2019",Actual,Other,"Symptomatology, Treatment. daily Activities and Anxiety for Cardiovascular patients Survey (STRATA)",STRATA survey
